tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-560,Us Open,Hard,128.0,G,20160829.0,198.0,104542.0,9.0,,Jo Wilfried Tsonga,R,188.0,FRA,31.3675564682,11.0,2875.0,104731.0,23.0,,Kevin Anderson,R,203.0,RSA,30.2833675565,35.0,1275.0,6-3 6-4 7-6(4),5.0,R32,170.0,13.0,8.0,112.0,66.0,53.0,27.0,16.0,7.0,7.0,13.0,10.0,106.0,63.0,49.0,19.0,15.0,13.0,15.0
2016-560,Us Open,Hard,128.0,G,20160829.0,199.0,106058.0,26.0,,Jack Sock,R,185.0,USA,23.9288158795,27.0,1450.0,105227.0,7.0,,Marin Cilic,R,198.0,CRO,27.9178644764,9.0,3515.0,6-4 6-3 6-3,5.0,R32,101.0,7.0,1.0,74.0,43.0,37.0,22.0,14.0,0.0,0.0,6.0,2.0,72.0,35.0,26.0,18.0,14.0,2.0,6.0
2016-560,Us Open,Hard,128.0,G,20160829.0,200.0,104745.0,4.0,,Rafael Nadal,L,185.0,ESP,30.2395619439,5.0,4850.0,105723.0,,,Andrey Kuznetsov,R,185.0,RUS,25.5167693361,47.0,988.0,6-1 6-4 6-2,5.0,R32,118.0,1.0,6.0,82.0,53.0,38.0,14.0,13.0,4.0,6.0,4.0,6.0,77.0,38.0,23.0,14.0,12.0,8.0,15.0
2016-560,Us Open,Hard,128.0,G,20160829.0,201.0,106298.0,24.0,,Lucas Pouille,R,,FRA,22.5133470226,25.0,1481.0,105138.0,15.0,,Roberto Bautista Agut,R,,ESP,28.3750855578,17.0,2040.0,3-6 7-5 2-6 7-5 6-1,5.0,R32,204.0,14.0,9.0,164.0,93.0,64.0,37.0,24.0,10.0,14.0,4.0,1.0,150.0,97.0,71.0,25.0,24.0,8.0,13.0
2016-560,Us Open,Hard,128.0,G,20160829.0,202.0,104792.0,10.0,,Gael Monfils,R,193.0,FRA,29.993155373,12.0,2835.0,104597.0,,,Nicolas Almagro,R,183.0,ESP,31.022587269,48.0,987.0,6-4 6-2 6-4,5.0,R32,109.0,9.0,7.0,76.0,43.0,37.0,14.0,14.0,3.0,6.0,1.0,8.0,92.0,46.0,30.0,17.0,14.0,9.0,16.0
2016-560,Us Open,Hard,128.0,G,20160829.0,203.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,31.2005475702,44.0,1015.0,105992.0,,,Ryan Harrison,R,183.0,USA,24.3121149897,120.0,509.0,6-3 7-6(4) 1-6 6-1,5.0,R32,172.0,10.0,1.0,119.0,52.0,36.0,37.0,18.0,5.0,9.0,8.0,7.0,126.0,74.0,51.0,21.0,17.0,10.0,16.0
2016-560,Us Open,Hard,128.0,G,20160829.0,204.0,106233.0,8.0,,Dominic Thiem,R,,AUT,22.9869952088,10.0,3205.0,105807.0,,,Pablo Carreno Busta,R,,ESP,25.1334702259,39.0,1110.0,1-6 6-4 6-4 7-5,5.0,R32,170.0,11.0,6.0,135.0,70.0,51.0,31.0,20.0,10.0,15.0,7.0,5.0,131.0,73.0,51.0,24.0,19.0,8.0,14.0
2016-560,Us Open,Hard,128.0,G,20160829.0,205.0,105223.0,,,Juan Martin Del Potro,R,198.0,ARG,27.9315537303,142.0,410.0,103970.0,11.0,,David Ferrer,R,175.0,ESP,34.4093086927,13.0,2660.0,7-6(3) 6-2 6-3,5.0,R32,144.0,6.0,4.0,92.0,52.0,42.0,22.0,15.0,3.0,5.0,1.0,4.0,86.0,52.0,33.0,17.0,14.0,7.0,12.0
2016-560,Us Open,Hard,128.0,G,20160829.0,206.0,105011.0,,,Illya Marchenko,R,185.0,UKR,28.9746748802,63.0,795.0,106401.0,14.0,,Nick Kyrgios,R,,AUS,21.3415468857,16.0,2060.0,4-6 6-4 6-1 RET,5.0,R32,115.0,8.0,4.0,77.0,42.0,34.0,17.0,14.0,5.0,7.0,18.0,4.0,94.0,56.0,34.0,18.0,13.0,5.0,10.0
2016-560,Us Open,Hard,128.0,G,20160829.0,207.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.4223134839,3.0,4980.0,105554.0,,,Daniel Evans,R,175.0,GBR,26.2696783025,64.0,775.0,4-6 6-3 6-7(6) 7-6(8) 6-2,5.0,R32,242.0,12.0,7.0,166.0,101.0,79.0,34.0,26.0,5.0,8.0,5.0,16.0,193.0,107.0,73.0,44.0,25.0,12.0,17.0
2016-560,Us Open,Hard,128.0,G,20160829.0,208.0,105453.0,6.0,,Kei Nishikori,R,178.0,JPN,26.6666666667,7.0,4165.0,103917.0,,,Nicolas Mahut,R,190.0,FRA,34.6036960986,42.0,1038.0,4-6 6-1 6-2 6-2,5.0,R32,136.0,6.0,4.0,113.0,52.0,35.0,38.0,17.0,8.0,10.0,2.0,8.0,92.0,47.0,29.0,22.0,16.0,5.0,12.0
2016-560,Us Open,Hard,128.0,G,20160829.0,209.0,103333.0,21.0,,Ivo Karlovic,R,208.0,CRO,37.5003422313,23.0,1570.0,111577.0,,,Jared Donaldson,R,,USA,19.8877481177,122.0,497.0,6-4 7-6(3) 6-3,5.0,R32,122.0,14.0,5.0,88.0,48.0,38.0,28.0,16.0,0.0,1.0,10.0,3.0,93.0,46.0,33.0,29.0,15.0,2.0,5.0
2016-560,Us Open,Hard,128.0,G,20160829.0,210.0,105777.0,22.0,,Grigor Dimitrov,R,188.0,BUL,25.2895277207,24.0,1555.0,105311.0,,,Joao Sousa,R,,POR,27.4168377823,36.0,1215.0,6-4 6-1 3-6 6-2,5.0,R32,158.0,8.0,6.0,117.0,70.0,51.0,23.0,17.0,7.0,10.0,1.0,4.0,118.0,86.0,52.0,13.0,17.0,11.0,18.0
2016-560,Us Open,Hard,128.0,G,20160829.0,211.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,29.2922655715,2.0,9305.0,103893.0,,,Paolo Lorenzi,R,183.0,ITA,34.7049965777,40.0,1110.0,7-6(4) 5-7 6-2 6-3,5.0,R32,196.0,11.0,6.0,116.0,62.0,49.0,27.0,21.0,2.0,6.0,3.0,9.0,145.0,81.0,50.0,30.0,20.0,11.0,18.0
2016-560,Us Open,Hard,128.0,G,20160829.0,212.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,29.273100616,1.0,14840.0,106378.0,,,Kyle Edmund,R,,GBR,21.6399726215,84.0,679.0,6-2 6-1 6-4,5.0,R16,115.0,3.0,7.0,82.0,51.0,38.0,14.0,13.0,4.0,6.0,3.0,1.0,89.0,57.0,30.0,10.0,12.0,7.0,15.0
2016-560,Us Open,Hard,128.0,G,20160829.0,213.0,104542.0,9.0,,Jo Wilfried Tsonga,R,188.0,FRA,31.3675564682,11.0,2875.0,106058.0,26.0,,Jack Sock,R,185.0,USA,23.9288158795,27.0,1450.0,6-3 6-3 6-7(7) 6-2,5.0,R16,193.0,11.0,9.0,135.0,72.0,60.0,28.0,19.0,3.0,4.0,5.0,6.0,128.0,80.0,54.0,22.0,19.0,7.0,13.0
2016-560,Us Open,Hard,128.0,G,20160829.0,214.0,106298.0,24.0,,Lucas Pouille,R,,FRA,22.5133470226,25.0,1481.0,104745.0,4.0,,Rafael Nadal,L,185.0,ESP,30.2395619439,5.0,4850.0,6-1 2-6 6-4 3-6 7-6(6),5.0,R16,246.0,11.0,4.0,162.0,74.0,49.0,51.0,23.0,6.0,11.0,1.0,4.0,150.0,89.0,64.0,30.0,23.0,9.0,14.0
2016-560,Us Open,Hard,128.0,G,20160829.0,215.0,104792.0,10.0,,Gael Monfils,R,193.0,FRA,29.993155373,12.0,2835.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,31.2005475702,44.0,1015.0,6-3 6-2 6-3,5.0,R16,118.0,9.0,3.0,102.0,74.0,49.0,14.0,13.0,3.0,5.0,0.0,2.0,70.0,25.0,11.0,23.0,13.0,4.0,11.0
2016-560,Us Open,Hard,128.0,G,20160829.0,216.0,105223.0,,,Juan Martin Del Potro,R,198.0,ARG,27.9315537303,142.0,410.0,106233.0,8.0,,Dominic Thiem,R,,AUT,22.9869952088,10.0,3205.0,6-3 3-2 RET,5.0,R16,72.0,2.0,3.0,50.0,26.0,21.0,12.0,7.0,2.0,3.0,1.0,0.0,46.0,33.0,19.0,5.0,7.0,0.0,3.0
2016-560,Us Open,Hard,128.0,G,20160829.0,217.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.4223134839,3.0,4980.0,105011.0,,,Illya Marchenko,R,185.0,UKR,28.9746748802,63.0,795.0,6-4 6-1 6-7(5) 6-3,5.0,R16,165.0,8.0,0.0,135.0,82.0,60.0,30.0,19.0,7.0,10.0,5.0,8.0,120.0,60.0,39.0,28.0,19.0,8.0,15.0
2016-560,Us Open,Hard,128.0,G,20160829.0,218.0,105453.0,6.0,,Kei Nishikori,R,178.0,JPN,26.6666666667,7.0,4165.0,103333.0,21.0,,Ivo Karlovic,R,208.0,CRO,37.5003422313,23.0,1570.0,6-3 6-4 7-6(4),5.0,R16,121.0,6.0,4.0,93.0,56.0,47.0,26.0,16.0,2.0,2.0,21.0,3.0,94.0,64.0,49.0,14.0,15.0,5.0,7.0
2016-560,Us Open,Hard,128.0,G,20160829.0,219.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,29.2922655715,2.0,9305.0,105777.0,22.0,,Grigor Dimitrov,R,188.0,BUL,25.2895277207,24.0,1555.0,6-1 6-2 6-2,5.0,R16,120.0,9.0,5.0,74.0,39.0,31.0,19.0,12.0,5.0,6.0,2.0,6.0,81.0,50.0,26.0,11.0,11.0,4.0,11.0
2016-560,Us Open,Hard,128.0,G,20160829.0,220.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,29.273100616,1.0,14840.0,104542.0,9.0,,Jo Wilfried Tsonga,R,188.0,FRA,31.3675564682,11.0,2875.0,6-3 6-2 RET,5.0,QF,83.0,1.0,3.0,50.0,29.0,24.0,12.0,9.0,1.0,2.0,3.0,5.0,59.0,33.0,23.0,7.0,8.0,5.0,9.0
2016-560,Us Open,Hard,128.0,G,20160829.0,221.0,104792.0,10.0,,Gael Monfils,R,193.0,FRA,29.993155373,12.0,2835.0,106298.0,24.0,,Lucas Pouille,R,,FRA,22.5133470226,25.0,1481.0,6-4 6-3 6-3,5.0,QF,121.0,13.0,2.0,75.0,47.0,40.0,17.0,14.0,0.0,0.0,5.0,6.0,92.0,52.0,39.0,13.0,14.0,5.0,9.0
2016-560,Us Open,Hard,128.0,G,20160829.0,222.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.4223134839,3.0,4980.0,105223.0,,,Juan Martin Del Potro,R,198.0,ARG,27.9315537303,142.0,410.0,7-6(5) 4-6 6-3 6-2,5.0,QF,192.0,10.0,0.0,118.0,67.0,51.0,33.0,20.0,4.0,6.0,3.0,8.0,122.0,71.0,54.0,26.0,19.0,6.0,10.0
2016-560,Us Open,Hard,128.0,G,20160829.0,223.0,105453.0,6.0,,Kei Nishikori,R,178.0,JPN,26.6666666667,7.0,4165.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,29.2922655715,2.0,9305.0,1-6 6-4 4-6 6-1 7-5,5.0,QF,237.0,1.0,4.0,131.0,78.0,56.0,23.0,23.0,7.0,15.0,8.0,3.0,141.0,77.0,53.0,25.0,23.0,4.0,13.0
2016-560,Us Open,Hard,128.0,G,20160829.0,224.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,29.273100616,1.0,14840.0,104792.0,10.0,,Gael Monfils,R,193.0,FRA,29.993155373,12.0,2835.0,6-3 6-2 3-6 6-2,5.0,SF,152.0,1.0,7.0,106.0,68.0,46.0,20.0,17.0,7.0,11.0,11.0,11.0,111.0,60.0,37.0,19.0,17.0,12.0,20.0
2016-560,Us Open,Hard,128.0,G,20160829.0,225.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.4223134839,3.0,4980.0,105453.0,6.0,,Kei Nishikori,R,178.0,JPN,26.6666666667,7.0,4165.0,4-6 7-5 6-4 6-2,5.0,SF,187.0,10.0,8.0,116.0,72.0,55.0,22.0,20.0,11.0,15.0,3.0,6.0,122.0,71.0,52.0,19.0,20.0,6.0,13.0
2016-560,Us Open,Hard,128.0,G,20160829.0,226.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.4223134839,3.0,4980.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,29.273100616,1.0,14840.0,6-7(1) 6-4 7-5 6-3,5.0,F,234.0,9.0,3.0,164.0,92.0,65.0,37.0,22.0,14.0,17.0,6.0,7.0,123.0,63.0,49.0,32.0,21.0,4.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,100.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,29.6755646817,1.0,12560.0,105011.0,,,Illya Marchenko,R,185.0,UKR,29.3579739904,95.0,624.0,7-5 7-6(5) 6-2,5.0,R128,167.0,10.0,4.0,112.0,54.0,45.0,25.0,16.0,2.0,5.0,6.0,6.0,99.0,53.0,35.0,19.0,16.0,2.0,8.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,101.0,126094.0,,,Andrey Rublev,R,,RUS,19.241615332,152.0,383.0,104229.0,,,Yen Hsun Lu,R,180.0,TPE,33.4264202601,60.0,786.0,4-6 6-3 7-6(0) 6-3,5.0,R128,170.0,19.0,6.0,142.0,76.0,59.0,33.0,20.0,19.0,22.0,16.0,7.0,117.0,65.0,47.0,25.0,20.0,3.0,7.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,102.0,200282.0,,,Alex De Minaur,R,,AUS,17.9137577002,301.0,164.0,105589.0,,,Gerald Melzer,L,,AUT,26.5133470226,87.0,648.0,5-7 6-3 2-6 7-6(2) 6-1,5.0,R128,222.0,12.0,7.0,167.0,96.0,65.0,34.0,24.0,12.0,19.0,4.0,6.0,157.0,105.0,65.0,25.0,24.0,13.0,20.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,103.0,105023.0,31.0,,Sam Querrey,R,198.0,USA,29.2785763176,32.0,1355.0,111460.0,,,Quentin Halys,R,,FRA,20.2245037645,155.0,379.0,6-7(10) 7-6(4) 6-3 6-4,5.0,R128,165.0,31.0,10.0,133.0,81.0,72.0,23.0,22.0,3.0,6.0,24.0,9.0,151.0,89.0,66.0,33.0,21.0,11.0,16.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,104.0,104545.0,19.0,,John Isner,R,206.0,USA,31.7262149213,19.0,1850.0,104505.0,,,Konstantin Kravchuk,R,190.0,RUS,31.8959616701,88.0,642.0,6-3 6-4 6-7(5) 6-1,5.0,R128,143.0,33.0,6.0,111.0,79.0,67.0,20.0,19.0,2.0,2.0,19.0,4.0,112.0,74.0,59.0,17.0,19.0,6.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,105.0,104999.0,,,Mischa Zverev,L,190.0,GER,29.4045174538,50.0,894.0,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,33.620807666,74.0,700.0,6-3 7-6(5) 6-4,5.0,R128,132.0,8.0,2.0,100.0,69.0,50.0,14.0,16.0,5.0,8.0,3.0,4.0,99.0,53.0,35.0,21.0,15.0,5.0,11.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,106.0,104291.0,,,Malek Jaziri,R,185.0,TUN,32.9911019849,56.0,824.0,104424.0,,,Go Soeda,R,178.0,JPN,32.3641341547,139.0,431.0,6-3 6-4 6-3,5.0,R128,120.0,7.0,4.0,77.0,35.0,30.0,23.0,14.0,2.0,4.0,5.0,2.0,99.0,53.0,36.0,16.0,14.0,8.0,14.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,107.0,122330.0,,,Alexander Bublik,R,,RUS,19.5838466804,207.0,268.0,106298.0,16.0,,Lucas Pouille,R,,FRA,22.8966461328,16.0,2131.0,6-0 3-6 6-3 6-4,5.0,R128,103.0,16.0,9.0,95.0,50.0,43.0,19.0,17.0,3.0,6.0,6.0,7.0,95.0,55.0,40.0,14.0,17.0,4.0,11.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,108.0,104607.0,10.0,,Tomas Berdych,R,196.0,CZE,31.3319644079,10.0,3060.0,104563.0,,,Luca Vanni,R,,ITA,31.6194387406,157.0,373.0,6-1 RET,5.0,R128,32.0,2.0,2.0,22.0,10.0,8.0,9.0,4.0,1.0,1.0,1.0,2.0,26.0,16.0,8.0,4.0,3.0,1.0,3.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,109.0,105992.0,,,Ryan Harrison,R,183.0,USA,24.6954140999,82.0,664.0,103917.0,,,Nicolas Mahut,R,190.0,FRA,34.9869952088,41.0,1085.0,6-3 6-4 6-2,5.0,R128,122.0,8.0,3.0,77.0,49.0,38.0,14.0,14.0,4.0,6.0,1.0,5.0,95.0,56.0,33.0,16.0,13.0,8.0,14.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,110.0,111511.0,,,Noah Rubin,R,,USA,20.9034907598,200.0,274.0,106216.0,,,Bjorn Fratangelo,R,,USA,23.4962354552,113.0,519.0,6-7(4) 7-5 3-6 6-2 6-2,5.0,R128,188.0,15.0,6.0,160.0,94.0,70.0,31.0,25.0,5.0,10.0,9.0,8.0,174.0,112.0,78.0,21.0,24.0,6.0,14.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,111.0,103819.0,17.0,,Roger Federer,R,185.0,SUI,35.4414784394,17.0,1980.0,103781.0,,,Jurgen Melzer,L,183.0,AUT,35.6550308008,300.0,164.0,7-5 3-6 6-2 6-2,5.0,R128,125.0,19.0,1.0,103.0,66.0,51.0,20.0,19.0,1.0,4.0,4.0,1.0,111.0,83.0,47.0,15.0,18.0,2.0,9.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,112.0,105041.0,,,Lukas Lacko,R,185.0,SVK,29.2046543463,121.0,486.0,105077.0,26.0,,Albert Ramos,L,188.0,ESP,28.9993155373,26.0,1435.0,4-6 7-5 1-6 6-4 6-3,5.0,R128,200.0,17.0,4.0,140.0,86.0,64.0,30.0,24.0,8.0,12.0,21.0,11.0,151.0,86.0,63.0,32.0,24.0,7.0,11.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,113.0,104534.0,,,Dudi Sela,R,175.0,ISR,31.7864476386,67.0,731.0,104719.0,,,Marcel Granollers,R,190.0,ESP,30.765229295,38.0,1123.0,5-7 6-3 6-2 6-0,5.0,R128,154.0,1.0,3.0,113.0,84.0,54.0,13.0,18.0,4.0,8.0,4.0,2.0,112.0,69.0,38.0,16.0,17.0,8.0,18.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,114.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,29.9274469541,72.0,705.0,104597.0,,,Nicolas Almagro,R,183.0,ESP,31.4058863792,42.0,1040.0,4-0 RET,5.0,R128,23.0,3.0,3.0,20.0,13.0,10.0,3.0,2.0,2.0,2.0,1.0,1.0,15.0,6.0,3.0,2.0,2.0,0.0,2.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,115.0,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,27.0499657769,5.0,5010.0,105723.0,,,Andrey Kuznetsov,R,185.0,RUS,25.9000684463,45.0,1015.0,5-7 6-1 6-4 6-7(6) 6-2,5.0,R128,214.0,11.0,0.0,158.0,98.0,67.0,34.0,25.0,7.0,12.0,5.0,4.0,142.0,78.0,52.0,27.0,24.0,3.0,12.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,116.0,104527.0,4.0,,Stanislas Wawrinka,R,183.0,SUI,31.8056125941,4.0,5155.0,105373.0,,,Martin Klizan,L,190.0,SVK,27.5181382615,34.0,1230.0,4-6 6-4 7-5 4-6 6-4,5.0,R128,204.0,21.0,6.0,160.0,102.0,78.0,27.0,26.0,11.0,16.0,7.0,2.0,157.0,120.0,77.0,24.0,26.0,10.0,16.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,117.0,105449.0,,,Steve Johnson,R,188.0,USA,27.0636550308,30.0,1390.0,105643.0,,,Federico Delbonis,L,190.0,ARG,26.2833675565,44.0,1030.0,6-3 6-4 6-4,5.0,R128,120.0,17.0,1.0,79.0,43.0,40.0,23.0,15.0,2.0,2.0,2.0,5.0,85.0,49.0,37.0,15.0,14.0,3.0,6.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,118.0,103893.0,,,Paolo Lorenzi,R,183.0,ITA,35.0882956879,43.0,1033.0,105902.0,,,James Duckworth,R,183.0,AUS,24.9883641342,107.0,557.0,6-4 7-6(4) 6-7(4) 6-4,5.0,R128,195.0,10.0,5.0,141.0,81.0,64.0,30.0,22.0,7.0,9.0,8.0,7.0,142.0,71.0,56.0,35.0,22.0,3.0,7.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,119.0,104678.0,29.0,,Viktor Troicki,R,193.0,SRB,30.932238193,35.0,1225.0,106000.0,,,Damir Dzumhur,R,172.0,BIH,24.6598220397,78.0,694.0,6-4 6-4 2-6 2-6 6-3,5.0,R128,166.0,14.0,2.0,123.0,79.0,57.0,25.0,23.0,5.0,11.0,1.0,8.0,143.0,80.0,57.0,31.0,22.0,10.0,15.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,120.0,106043.0,,,Diego Sebastian Schwartzman,R,,ARG,24.4188911704,54.0,867.0,104655.0,22.0,,Pablo Cuevas,R,180.0,URU,31.0417522245,22.0,1780.0,6-3 6-3 6-0,5.0,R128,82.0,6.0,4.0,72.0,42.0,30.0,22.0,12.0,3.0,4.0,7.0,6.0,80.0,44.0,25.0,13.0,12.0,2.0,9.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,121.0,104327.0,,,Steve Darcis,R,178.0,BEL,32.8459958932,71.0,707.0,105032.0,,,Samuel Groth,R,,AUS,29.2457221081,162.0,355.0,3-6 6-3 6-2 6-2,5.0,R128,130.0,3.0,0.0,91.0,58.0,48.0,18.0,17.0,1.0,2.0,19.0,8.0,115.0,63.0,44.0,24.0,17.0,5.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,122.0,104312.0,,,Andreas Seppi,R,190.0,ITA,32.9034907598,89.0,635.0,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,35.0116358658,75.0,700.0,6-4 7-6(4) 6-7(3) 7-5,5.0,R128,185.0,34.0,7.0,159.0,94.0,75.0,38.0,23.0,13.0,14.0,16.0,8.0,148.0,85.0,63.0,38.0,23.0,7.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,123.0,106401.0,14.0,,Nick Kyrgios,R,,AUS,21.7248459959,13.0,2460.0,105671.0,,,Gastao Elias,R,178.0,POR,26.1464750171,77.0,698.0,6-1 6-2 6-2,5.0,R128,84.0,8.0,3.0,64.0,37.0,30.0,21.0,12.0,0.0,0.0,4.0,3.0,67.0,34.0,20.0,13.0,11.0,5.0,11.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,124.0,104542.0,12.0,,Jo Wilfried Tsonga,R,188.0,FRA,31.7508555784,12.0,2505.0,106329.0,,,Thiago Monteiro,L,,BRA,22.6310746064,83.0,664.0,6-1 6-3 6-7(5) 6-2,5.0,R128,143.0,20.0,5.0,103.0,49.0,43.0,34.0,18.0,3.0,4.0,4.0,8.0,111.0,60.0,39.0,24.0,18.0,7.0,14.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,125.0,105583.0,,,Dusan Lajovic,R,180.0,SRB,26.5489390828,94.0,627.0,103565.0,,,Stephane Robert,R,185.0,FRA,36.6680355921,55.0,854.0,6-3 6-3 6-3,5.0,R128,119.0,4.0,4.0,96.0,57.0,42.0,17.0,14.0,7.0,9.0,3.0,5.0,100.0,54.0,29.0,23.0,13.0,7.0,13.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,126.0,111575.0,,,Karen Khachanov,R,,RUS,20.6570841889,52.0,875.0,105173.0,,,Adrian Mannarino,L,183.0,FRA,28.5503080082,61.0,781.0,6-4 3-6 7-6(9) 6-3,5.0,R128,166.0,32.0,4.0,126.0,76.0,66.0,25.0,20.0,5.0,6.0,8.0,1.0,142.0,91.0,65.0,29.0,20.0,7.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,127.0,106058.0,23.0,,Jack Sock,R,185.0,USA,24.3121149897,20.0,1810.0,105732.0,,,Pierre Hugues Herbert,R,,FRA,25.8343600274,73.0,705.0,6-4 7-6(4) 6-3,5.0,R128,132.0,10.0,6.0,105.0,69.0,56.0,15.0,16.0,5.0,6.0,14.0,4.0,104.0,68.0,49.0,16.0,15.0,9.0,12.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,128.0,106071.0,27.0,,Bernard Tomic,R,193.0,AUS,24.2381930185,27.0,1420.0,105064.0,,,Thomaz Bellucci,L,188.0,BRA,29.0485968515,62.0,771.0,6-2 6-1 6-4,5.0,R128,97.0,12.0,2.0,70.0,44.0,39.0,17.0,13.0,3.0,3.0,10.0,3.0,83.0,53.0,33.0,12.0,12.0,7.0,12.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,129.0,103607.0,,,Victor Estrella,R,173.0,DOM,36.4572210815,103.0,586.0,105379.0,,,Aljaz Bedene,R,181.0,GBR,27.498973306,109.0,547.0,7-6(7) 7-5 0-6 6-3,5.0,R128,189.0,4.0,6.0,143.0,99.0,63.0,20.0,20.0,9.0,15.0,10.0,8.0,135.0,73.0,51.0,31.0,19.0,5.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,130.0,105554.0,,,Daniel Evans,R,175.0,GBR,26.6529774127,51.0,886.0,105487.0,,,Facundo Bagnis,L,,ARG,26.8856947296,65.0,739.0,7-6(8) 6-3 6-1,5.0,R128,115.0,14.0,3.0,88.0,53.0,44.0,21.0,14.0,2.0,2.0,11.0,4.0,94.0,50.0,34.0,18.0,14.0,6.0,10.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,131.0,105227.0,7.0,,Marin Cilic,R,198.0,CRO,28.3011635866,7.0,3605.0,105668.0,,,Jerzy Janowicz,R,203.0,POL,26.1765913758,273.0,186.0,4-6 4-6 6-2 6-2 6-3,5.0,R128,184.0,26.0,8.0,123.0,71.0,60.0,30.0,23.0,2.0,4.0,18.0,7.0,145.0,99.0,63.0,26.0,22.0,6.0,12.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,132.0,104792.0,6.0,,Gael Monfils,R,193.0,FRA,30.3764544832,6.0,3625.0,106210.0,,,Jiri Vesely,L,,CZE,23.5208761123,53.0,873.0,6-2 6-3 6-2,5.0,R128,92.0,4.0,3.0,71.0,34.0,27.0,26.0,13.0,2.0,3.0,2.0,8.0,75.0,47.0,28.0,11.0,12.0,6.0,12.0
2017-580,Australian Open,Hard,128.0,G,20170116.0,133.0,105238.0,,,Alexandr Dolgopolov,R,180.0,UKR,28.1916495551,69.0,715.0,106432.0,,,Borna Coric,R,,CRO,20.1724845996,59.0,795.0,6-3 6-4 3-6 7-6(7),5.0,R128,177.0,14.0,9.0,132.0,75.0,58.0,29.0,20.0,6.0,9.0,13.0,7.0,134.0,80.0,56.0,26.0,20.0,7.0,11.0
